,ID,Probability
0,0.0,1.0
1,100.0,1.0
2,200.0,1.0
3,300.0,1.0
4,400.0,1.0
5,500.0,1.0
6,600.0,1.0
7,700.0,1.0
8,800.0,1.0
9,900.0,1.0
10,1000.0,1.0
11,1100.0,1.0
12,1200.0,1.0
13,1300.0,1.0
14,1400.0,1.0
15,1500.0,1.0
16,1600.0,1.0
17,1700.0,1.0
18,1800.0,1.0
19,1900.0,1.0
20,2000.0,1.0
21,2100.0,1.0
22,2200.0,1.0
23,2300.0,1.0
24,2400.0,1.0
25,2500.0,1.0
26,2600.0,1.0
27,2700.0,1.0
28,2800.0,1.0
29,2900.0,1.0
30,3000.0,1.0
31,3100.0,1.0
32,3200.0,1.0
33,3300.0,1.0
34,3400.0,1.0
35,3500.0,1.0
36,3600.0,1.0
37,3700.0,1.0
38,3800.0,1.0
39,3900.0,1.0
40,4000.0,1.0
41,4100.0,1.0
42,4200.0,1.0
43,4300.0,1.0
44,4400.0,1.0
45,4500.0,1.0
46,4600.0,1.0
47,4700.0,1.0
48,4800.0,1.0
49,4900.0,1.0
50,5000.0,1.0
51,5100.0,1.0
52,5200.0,1.0
53,5300.0,1.0
54,5400.0,1.0
55,5500.0,1.0
56,5600.0,1.0
57,5700.0,1.0
58,5800.0,1.0
59,5900.0,1.0
60,6000.0,1.0
61,6100.0,1.0
62,6200.0,1.0
63,6300.0,1.0
64,6400.0,1.0
65,6500.0,1.0
66,6600.0,1.0
67,6700.0,1.0
68,6800.0,1.0
69,6900.0,1.0
70,7000.0,1.0
71,7100.0,1.0
72,7200.0,1.0
73,7300.0,1.0
74,7400.0,1.0
75,7500.0,1.0
76,7600.0,1.0
77,7700.0,1.0
78,7800.0,1.0
79,7900.0,1.0
80,8000.0,1.0
81,8100.0,1.0
82,8200.0,1.0
83,8300.0,1.0
84,8400.0,1.0
85,8500.0,1.0
86,8600.0,0.98989898989899
87,8700.0,0.98989898989899
88,8800.0,1.0
89,8900.0,1.0
90,9000.0,1.0
91,9100.0,1.0
92,9200.0,1.0
93,9300.0,1.0
94,9400.0,1.0
95,9500.0,1.0
96,9600.0,1.0
97,9700.0,1.0
98,9800.0,1.0
99,9900.0,0.9797979797979798
100,10000.0,0.98989898989899
101,10100.0,0.9595959595959596
102,10200.0,0.98989898989899
103,10300.0,0.9696969696969697
104,10400.0,0.9696969696969697
105,10500.0,0.9494949494949495
106,10600.0,0.9797979797979798
107,10700.0,0.9494949494949495
108,10800.0,0.9494949494949495
109,10900.0,0.9494949494949495
110,11000.0,0.9595959595959596
111,11100.0,0.9797979797979798
112,11200.0,0.9393939393939394
113,11300.0,0.9393939393939394
114,11400.0,0.9797979797979798
115,11500.0,0.9090909090909091
116,11600.0,0.8787878787878788
117,11700.0,0.9191919191919192
118,11800.0,0.8888888888888888
119,11900.0,0.9797979797979798
120,12000.0,0.9595959595959596
121,12100.0,0.9696969696969697
122,12200.0,0.9393939393939394
123,12300.0,0.9494949494949495
124,12400.0,0.9696969696969697
125,12500.0,0.9090909090909091
126,12600.0,0.9191919191919192
127,12700.0,0.797979797979798
128,12800.0,0.8787878787878788
129,12900.0,0.8787878787878788
130,13000.0,0.8585858585858586
131,13100.0,0.7676767676767676
132,13200.0,0.8484848484848485
133,13300.0,0.8383838383838383
134,13400.0,0.8181818181818182
135,13500.0,0.9191919191919192
136,13600.0,0.8383838383838383
137,13700.0,0.8585858585858586
138,13800.0,0.8787878787878788
139,13900.0,0.7272727272727273
140,14000.0,0.7575757575757576
141,14100.0,0.7575757575757576
142,14200.0,0.8282828282828283
143,14300.0,0.8181818181818182
144,14400.0,0.8181818181818182
145,14500.0,0.8282828282828283
146,14600.0,0.7171717171717171
147,14700.0,0.797979797979798
148,14800.0,0.898989898989899
149,14900.0,0.7575757575757576
150,15000.0,0.797979797979798
151,15100.0,0.7373737373737373
152,15200.0,0.7373737373737373
153,15300.0,0.7070707070707071
154,15400.0,0.7373737373737373
155,15500.0,0.6868686868686869
156,15600.0,0.7676767676767676
157,15700.0,0.5858585858585859
158,15800.0,0.696969696969697
159,15900.0,0.5353535353535354
160,16000.0,0.5959595959595959
161,16100.0,0.5959595959595959
162,16200.0,0.5757575757575758
163,16300.0,0.5656565656565656
164,16400.0,0.6161616161616161
165,16500.0,0.47474747474747475
166,16600.0,0.6767676767676768
167,16700.0,0.5757575757575758
168,16800.0,0.5151515151515151
169,16900.0,0.48484848484848486
170,17000.0,0.5151515151515151
171,17100.0,0.40404040404040403
172,17200.0,0.5353535353535354
173,17300.0,0.5959595959595959
174,17400.0,0.5050505050505051
175,17500.0,0.5656565656565656
176,17600.0,0.46464646464646464
177,17700.0,0.5353535353535354
178,17800.0,0.41414141414141414
179,17900.0,0.3838383838383838
180,18000.0,0.31313131313131315
181,18100.0,0.45454545454545453
182,18200.0,0.45454545454545453
183,18300.0,0.47474747474747475
184,18400.0,0.43434343434343436
185,18500.0,0.46464646464646464
186,18600.0,0.5151515151515151
187,18700.0,0.37373737373737376
188,18800.0,0.3333333333333333
189,18900.0,0.40404040404040403
190,19000.0,0.43434343434343436
191,19100.0,0.48484848484848486
192,19200.0,0.3939393939393939
193,19300.0,0.5656565656565656
194,19400.0,0.3333333333333333
195,19500.0,0.41414141414141414
196,19600.0,0.41414141414141414
197,19700.0,0.25252525252525254
198,19800.0,0.37373737373737376
199,19900.0,0.25252525252525254
200,20000.0,0.3939393939393939
201,20100.0,0.46464646464646464
202,20200.0,0.3939393939393939
203,20300.0,0.30303030303030304
204,20400.0,0.4444444444444444
205,20500.0,0.20202020202020202
206,20600.0,0.2828282828282828
207,20700.0,0.3333333333333333
208,20800.0,0.3838383838383838
209,20900.0,0.47474747474747475
210,21000.0,0.47474747474747475
211,21100.0,0.3434343434343434
212,21200.0,0.24242424242424243
213,21300.0,0.3333333333333333
214,21400.0,0.45454545454545453
215,21500.0,0.40404040404040403
216,21600.0,0.24242424242424243
217,21700.0,0.1111111111111111
218,21800.0,0.0
