,Plateau
0,1.7792000000000002e-07
1,1.8176e-07
2,1.8688000000000002e-07
3,1.8112e-07
4,1.9264e-07
5,1.7984e-07
6,1.9904000000000001e-07
7,1.8688000000000002e-07
8,1.9424e-07
9,1.7984e-07
10,1.84e-07
11,1.7792e-07
12,1.8303999999999998e-07
13,1.9104e-07
14,1.8719999999999998e-07
15,2.0448e-07
16,1.9904e-07
17,1.824e-07
18,
19,1.8208e-07
20,1.84e-07
21,1.9168e-07
22,1.7888e-07
23,1.8528e-07
24,2.0384e-07
25,1.9808e-07
26,1.9616e-07
27,1.9264e-07
28,
29,2.0031999999999998e-07
30,2.0512e-07
31,1.9680000000000002e-07
32,1.9392e-07
33,2.3744e-07
34,1.856e-07
35,2.8704e-07
36,2.2048e-07
37,2.064e-07
38,2.3199999999999999e-07
39,2.1728000000000002e-07
40,2.304e-07
41,2.6848000000000003e-07
42,1.9776000000000002e-07
43,1.824e-07
44,2.0608e-07
45,2.1247999999999998e-07
46,1.8880000000000002e-07
47,2.0384e-07
48,2.1119999999999999e-07
49,1.8624e-07
50,
51,1.9904e-07
52,1.936e-07
53,2.112e-07
54,2.528e-07
55,2.5312e-07
56,1.9552e-07
57,1.9712e-07
58,1.9936e-07
59,2.0256e-07
60,2.2079999999999997e-07
61,2.368e-07
62,2.6368e-07
63,2.7264e-07
64,2.6592e-07
65,2.3424e-07
66,2.2367999999999998e-07
67,2.3392e-07
68,2.3968e-07
69,2.3968e-07
70,2.4576e-07
71,2.128e-07
72,1.8336e-07
73,2.6816e-07
74,2.0351999999999999e-07
75,2.816e-07
76,2.3936e-07
77,2.9472000000000003e-07
78,2.3775999999999998e-07
79,3.0784e-07
80,2.5344e-07
81,3.2672e-07
82,2.2784e-07
83,2.2528000000000002e-07
84,2.2720000000000002e-07
85,2.9568e-07
86,2.832e-07
87,2.3840000000000002e-07
88,2.1952000000000002e-07
89,4.931199999999999e-07
90,2.2816e-07
91,2.0672e-07
92,2.9727999999999997e-07
93,2.832e-07
94,3.1296e-07
95,2.4672000000000003e-07
96,4.0224e-07
97,2.6784000000000005e-07
98,2.4736e-07
99,2.9504000000000003e-07
100,3.0368000000000003e-07
101,3.1360000000000006e-07
102,2.0128e-07
103,2.0448000000000002e-07
104,3.7887999999999996e-07
105,2.4576e-07
106,2.688e-07
107,2.6144e-07
108,4.0448000000000003e-07
109,2.48e-07
110,3.0112e-07
111,2.768e-07
112,2.5728e-07
113,2.3744e-07
114,3.1616e-07
115,4.3487999999999993e-07
116,2.784e-07
117,5.0272e-07
118,4.0543999999999996e-07
119,2.4224e-07
120,4.0992000000000006e-07
121,3.2352e-07
122,2.928e-07
123,2.7104e-07
124,2.7456e-07
125,4.0224000000000003e-07
126,5.948800000000001e-07
127,2.3808e-07
128,2.3296e-07
129,4.1760000000000003e-07
130,2.4704e-07
131,3.9423999999999996e-07
132,3.1808e-07
133,4.8384e-07
134,4.940799999999999e-07
135,3.3088000000000006e-07
136,4.8128e-07
137,2.3392000000000002e-07
138,5.827200000000001e-07
139,4.9056e-07
140,2.6368e-07
141,2.7584e-07
142,3.0304000000000005e-07
143,1.776e-07
144,1.7728e-07
145,1.7823999999999999e-07
146,1.8528e-07
147,1.8752e-07
148,1.824e-07
149,1.8240000000000002e-07
150,1.8495999999999998e-07
151,1.8368e-07
152,1.8592e-07
153,1.8784000000000002e-07
154,1.8752e-07
155,1.8912e-07
156,1.8048e-07
157,1.7823999999999999e-07
158,1.9263999999999998e-07
159,1.8624e-07
160,1.9616e-07
161,1.7952e-07
162,1.9072e-07
163,1.8464e-07
164,
165,1.8912000000000002e-07
166,1.8079999999999998e-07
167,1.8592e-07
168,1.8719999999999998e-07
169,1.9039999999999998e-07
170,1.84e-07
171,1.8912e-07
172,1.8240000000000002e-07
173,1.984e-07
174,1.9872e-07
175,1.9008e-07
176,1.9936e-07
177,1.9712e-07
178,1.968e-07
179,1.8528e-07
180,1.9008e-07
181,1.936e-07
182,1.904e-07
183,1.8815999999999999e-07
184,1.7952e-07
185,1.9968e-07
186,1.9328e-07
187,1.9776e-07
188,1.9487999999999998e-07
189,2.0288e-07
190,1.9583999999999999e-07
191,2.0255999999999998e-07
192,1.92e-07
193,1.9968e-07
194,1.9776e-07
195,2e-07
196,1.9456e-07
197,2.0896e-07
198,1.8688e-07
199,2.0224e-07
200,2.064e-07
201,1.9776e-07
202,2.0288e-07
203,2.1696e-07
204,1.9296e-07
205,2.1792000000000003e-07
206,2.128e-07
207,2.2048e-07
208,1.9807999999999998e-07
209,2.1183999999999997e-07
210,2.144e-07
211,1.8944e-07
212,1.8656e-07
213,1.9296e-07
214,2e-07
215,1.936e-07
216,1.9936e-07
217,2.0256e-07
218,2.0511999999999997e-07
219,2.1184e-07
220,2.5760000000000003e-07
221,1.8912e-07
222,2.0896e-07
223,2.1247999999999998e-07
224,1.9359999999999999e-07
225,1.8144e-07
226,2.1631999999999997e-07
227,2.1696e-07
228,2.304e-07
229,2.0384e-07
230,2.2463999999999998e-07
231,2.0288e-07
232,1.9583999999999999e-07
233,2.0128e-07
234,2.1408000000000002e-07
235,2.6400000000000003e-07
236,2.2368e-07
237,2.6015999999999997e-07
238,2.3551999999999998e-07
239,1.9936e-07
240,2.16e-07
241,2.2592000000000003e-07
242,2.3103999999999998e-07
243,2.1087999999999997e-07
244,2.2368e-07
245,1.9936e-07
246,2.4672000000000003e-07
247,3.0272e-07
248,2.4000000000000003e-07
249,2.9216e-07
250,2.2048000000000003e-07
251,2.4031999999999997e-07
252,2.3296e-07
253,2.7456000000000004e-07
254,2.6944e-07
255,2.3776e-07
256,3.1040000000000003e-07
257,2.256e-07
258,3.2256000000000005e-07
259,2.1856000000000002e-07
260,2.2752e-07
261,3.9167999999999997e-07
262,3.8848e-07
263,3.6992000000000007e-07
264,2.4576e-07
265,2.272e-07
266,2.048e-07
267,2.1247999999999998e-07
268,2.0928000000000003e-07
269,2.8832e-07
270,2.7872e-07
271,2.2144e-07
272,2.1376000000000003e-07
273,2.6432000000000003e-07
274,3.5711999999999996e-07
275,2.4160000000000005e-07
276,2.4e-07
277,1.984e-07
278,1.9552e-07
279,2.0799999999999998e-07
280,2.3744000000000001e-07
281,2.2176e-07
282,2.9088e-07
283,2.7584e-07
284,2.1440000000000001e-07
285,3.1328e-07
286,2.8864e-07
287,2.1728e-07
288,2.1088e-07
289,2.5088000000000003e-07
290,2.928e-07
291,3.024e-07
292,3.04e-07
293,2.4768e-07
294,2.6304e-07
295,2.3136e-07
296,2.7136e-07
297,3.52e-07
298,2.0416e-07
299,3.5744e-07
300,2.5760000000000003e-07
301,2.1376e-07
302,3.3184e-07
303,2.496e-07
304,2.8512e-07
305,3.1648e-07
306,2.912e-07
307,2.1408e-07
308,2.3520000000000001e-07
309,3.9744000000000004e-07
310,3.3664000000000003e-07
311,2.3296000000000002e-07
312,2.48e-07
313,3.7376e-07
314,3.0528e-07
315,2.416e-07
316,3.6992e-07
317,3.328e-07
318,2.3872e-07
319,4.4703999999999996e-07
320,3.8464000000000003e-07
321,2.192e-07
322,2.3359999999999997e-07
323,4.6560000000000004e-07
324,2.5408e-07
325,2.4031999999999997e-07
326,5.3184e-07
327,3.9712000000000005e-07
328,3.04e-07
329,5.5648e-07
330,3.6992e-07
331,4.7872e-07
332,4.6144e-07
333,3.136e-07
334,4.7808e-07
335,3.2576000000000003e-07
336,3.1456e-07
337,3.8048e-07
338,6.7552e-07
339,5.8432e-07
340,5.584e-07
341,4.2911999999999997e-07
342,6.1824e-07
343,3.7408e-07
344,4.0992e-07
345,2.816e-07
346,5.043199999999999e-07
347,4.928e-07
348,3.7919999999999995e-07
349,3.1808e-07
350,3.2544000000000003e-07
351,6.5792e-07
352,3.4912e-07
353,7.5872e-07
354,2.5119999999999997e-07
355,2.624e-07
356,3.4496000000000004e-07
357,3.776e-07
358,2.7008e-07
359,6.051200000000001e-07
360,3.8656000000000004e-07
361,4.208e-07
362,6.0448e-07
363,3.0592e-07
364,2.3488e-07
365,3.9136000000000003e-07
366,5.0368e-07
367,4.4255999999999996e-07
368,3.9744e-07
369,6.9472e-07
370,3.5168e-07
371,2.864e-07
372,2.3712000000000002e-07
373,2.9024000000000004e-07
374,4.4704000000000006e-07
375,4.5472e-07
376,3.0944e-07
377,7.3952e-07
378,6.672e-07
379,3.0048e-07
380,5.4976e-07
381,3.3248e-07
382,4.384e-07
383,2.944e-07
384,5.0592e-07
385,4.048e-07
386,5.5872e-07
387,7.0976e-07
388,3.8111999999999996e-07
389,7.2704e-07
390,4.576e-07
391,3.7216000000000007e-07
392,4.4959999999999995e-07
393,5.1616e-07
394,7.052799999999999e-07
395,4.9664e-07
396,3.8016000000000004e-07
397,3.1519999999999996e-07
398,2.7488e-07
399,6.419200000000001e-07
400,5.750399999999999e-07
401,6.512e-07
402,7.1648e-07
403,6.396800000000001e-07
404,6.112e-07
405,5.6512e-07
406,6.3168e-07
407,
408,
409,4.2975999999999995e-07
410,4.5087999999999997e-07
411,5.888e-07
412,2.8608000000000003e-07
413,3.1808e-07
414,7.939200000000001e-07
415,5.5136e-07
416,5.577599999999999e-07
417,7.324800000000001e-07
418,5.8112e-07
419,7.664e-07
420,6.5952e-07
421,6.521599999999999e-07
422,2.1792e-07
423,4.3904e-07
424,4.3296e-07
425,8.1248e-07
426,8.3808e-07
427,2.688e-07
428,
429,3.5647999999999997e-07
430,4.1920000000000005e-07
431,6.4832e-07
432,2.9024000000000004e-07
433,5.0592e-07
434,4.6688e-07
435,2.6336000000000005e-07
436,3.695999999999999e-07
437,3.4912e-07
438,7.750399999999999e-07
439,4.6656000000000007e-07
440,4.6688e-07
441,3.9743999999999994e-07
442,
443,
444,3.5968e-07
445,
446,
447,
448,1.8528e-07
449,
450,
451,8.259200000000001e-07
452,4.688e-07
453,7.0112e-07
454,5.1296e-07
455,
456,
457,8.739200000000001e-07
458,
459,6.8256e-07
460,7.523200000000001e-07
461,
462,
463,
464,
465,
466,
467,
468,
469,
470,
471,
472,
473,
474,
475,
476,
477,
478,
479,
480,
481,
482,
483,
484,
485,
486,
487,
488,
489,
490,
491,
492,
493,
494,
495,
496,
497,
498,
499,
500,
501,
502,
503,
504,
505,
506,
507,1.8304e-07
508,1.84e-07
509,1.7888e-07
510,1.808e-07
511,1.7792e-07
512,1.824e-07
513,1.7888e-07
514,1.776e-07
515,1.8271999999999998e-07
516,1.8272e-07
517,
518,1.8208e-07
519,1.8432e-07
520,1.8271999999999998e-07
521,1.824e-07
522,1.8112e-07
523,1.808e-07
524,1.8240000000000002e-07
525,
526,1.8496e-07
527,1.8591999999999999e-07
528,1.8368e-07
529,1.8112e-07
530,1.9488e-07
531,1.9039999999999998e-07
532,1.8048e-07
533,1.8496e-07
534,1.8624e-07
535,1.872e-07
536,1.8880000000000002e-07
537,1.8304e-07
538,1.9072e-07
539,1.8560000000000002e-07
540,1.8272e-07
541,1.856e-07
542,1.8688000000000002e-07
543,1.8591999999999999e-07
544,1.8976e-07
545,1.9296e-07
546,1.8656e-07
547,1.8976e-07
548,1.8656e-07
549,1.8495999999999998e-07
550,1.9008e-07
551,1.7792e-07
552,1.8848e-07
553,1.8432e-07
554,1.9296e-07
555,1.8432e-07
556,1.9328e-07
557,1.8976e-07
558,1.8272e-07
559,1.872e-07
560,1.8912e-07
561,1.8591999999999999e-07
562,1.9680000000000002e-07
563,1.9104e-07
564,1.8912e-07
565,1.9168e-07
566,1.9167999999999998e-07
567,1.8560000000000002e-07
568,1.8784e-07
569,1.9712e-07
570,1.9488e-07
571,1.9008e-07
572,1.9392e-07
573,1.8848e-07
574,1.9359999999999999e-07
575,1.9552000000000002e-07
576,2.0063999999999998e-07
577,2.1024e-07
578,1.9839999999999998e-07
579,1.952e-07
580,1.8815999999999999e-07
581,2.0703999999999998e-07
582,1.9424e-07
583,2.0895999999999999e-07
584,1.9136e-07
585,1.9648000000000002e-07
586,1.9872e-07
587,1.8368000000000001e-07
588,1.9552e-07
589,2.0128e-07
590,2.0000000000000002e-07
591,2.0512e-07
592,1.984e-07
593,2.0288e-07
594,2.0736e-07
595,1.9872e-07
596,1.9904000000000001e-07
597,1.9072e-07
598,1.9263999999999998e-07
599,2.192e-07
600,2.0416e-07
601,2.0704000000000003e-07
602,1.8591999999999999e-07
603,1.9776e-07
604,1.984e-07
605,2.0863999999999997e-07
606,2.08e-07
607,2.1536000000000002e-07
608,2.0192e-07
609,2.0608e-07
610,1.984e-07
611,2.192e-07
612,2.0288e-07
613,2.0832e-07
614,1.9168e-07
615,2.1184e-07
616,2.1088000000000002e-07
617,2.032e-07
618,2.192e-07
619,1.8975999999999997e-07
620,2.1152000000000003e-07
621,1.968e-07
622,2.1376000000000003e-07
623,2.16e-07
624,1.9712e-07
625,2.0384e-07
626,1.8848e-07
627,2.2048000000000003e-07
628,2.0064e-07
629,2.0192e-07
630,1.9168e-07
631,1.9648e-07
632,2.0448e-07
633,2.0895999999999999e-07
634,2.1184e-07
635,2.0768000000000002e-07
636,2.1344e-07
637,1.9904000000000001e-07
638,2.1664e-07
639,2.4160000000000005e-07
640,2.0736e-07
641,2.1792000000000003e-07
642,2.1856e-07
643,2.4608e-07
644,1.9872e-07
645,1.8719999999999998e-07
646,2.2048e-07
647,1.9392e-07
648,1.968e-07
649,2.064e-07
650,2.2144000000000003e-07
651,1.9744e-07
652,2.2463999999999998e-07
653,2.0863999999999997e-07
654,2.1152000000000003e-07
655,2.1952e-07
656,2.1887999999999996e-07
657,2.1312e-07
658,2.0608e-07
659,1.9168e-07
660,2.1184e-07
661,2.1056e-07
662,2.1791999999999998e-07
663,2.2272e-07
664,2.1536e-07
665,2.2912e-07
666,2.2399999999999997e-07
667,1.8815999999999999e-07
668,2.0672e-07
669,2.1408000000000002e-07
670,2.1631999999999997e-07
671,2.256e-07
672,2.1536000000000002e-07
673,2.1184e-07
674,2.2080000000000002e-07
675,2.1887999999999999e-07
676,2.7392e-07
677,2.2687999999999998e-07
678,3.0976e-07
679,2.1823999999999997e-07
680,2.128e-07
681,2.016e-07
682,2.1728e-07
683,2.6271999999999996e-07
684,2.3264e-07
685,2.0735999999999997e-07
686,2.2719999999999997e-07
687,2.1856e-07
688,2.2688e-07
689,1.9359999999999999e-07
690,2.1792000000000003e-07
691,2.4096e-07
692,2.4512e-07
693,2.2079999999999997e-07
694,2.1216000000000002e-07
695,2.2336e-07
696,2.5343999999999997e-07
697,2.0511999999999997e-07
698,2.3840000000000002e-07
699,2.0864e-07
700,2.2048000000000003e-07
701,2.752e-07
702,2.768e-07
703,2.4224e-07
704,2.3744000000000001e-07
705,1.9328e-07
706,2.1792e-07
707,2.576e-07
708,2.56e-07
709,2.7424e-07
710,2.0895999999999999e-07
711,1.9456e-07
712,2.3008e-07
713,2.0992000000000002e-07
714,2.2048000000000003e-07
715,2.1760000000000002e-07
716,2.2495999999999997e-07
717,2.1887999999999996e-07
718,2.2944e-07
719,2.4479999999999997e-07
720,2.9056000000000003e-07
721,2.016e-07
722,2.6239999999999997e-07
723,2.3199999999999999e-07
724,2.1632e-07
725,2.1023999999999998e-07
726,2.2432e-07
727,2.1856e-07
728,2.5088000000000003e-07
729,2.3776000000000003e-07
730,2.1152e-07
731,2.8672e-07
732,2.7776e-07
733,2.3264e-07
734,2.336e-07
735,2.4064e-07
736,2.2976000000000001e-07
737,2.1984e-07
738,2.7712e-07
739,2.4224000000000003e-07
740,2.208e-07
741,2.2624e-07
742,2.3775999999999998e-07
743,2.3360000000000003e-07
744,2.0608e-07
745,2.1312000000000002e-07
746,2.2752e-07
747,2.2976000000000001e-07
748,2.4064e-07
749,2.0384e-07
750,2.3455999999999998e-07
751,2.2272000000000002e-07
752,2.6816e-07
753,3.12e-07
754,1.9359999999999999e-07
755,3.2320000000000004e-07
756,2.1503999999999997e-07
757,2.5024e-07
758,2.128e-07
759,2.304e-07
760,2.624e-07
761,2.3072e-07
762,2.5792e-07
763,1.9584e-07
764,2.5952e-07
765,2.6368e-07
766,2.5119999999999997e-07
767,2.1183999999999997e-07
768,2.8224e-07
769,2.3488000000000002e-07
770,2.1855999999999997e-07
771,2.9536e-07
772,3.4016e-07
773,2.3840000000000002e-07
774,3.0784e-07
775,2.3744e-07
776,2.5056000000000004e-07
777,2.4832e-07
778,2.5952e-07
779,2.1440000000000001e-07
780,2.1856000000000002e-07
781,2.7584e-07
782,3.4368e-07
783,3.4176e-07
784,2.1792e-07
785,2.2752000000000002e-07
786,2.5984000000000003e-07
787,3.4848e-07
788,3.2512e-07
789,3.12e-07
790,2.5823999999999996e-07
791,2.2272e-07
792,2.256e-07
793,4.0928e-07
794,2.816e-07
795,2.9824e-07
796,3.2224e-07
797,4.4544000000000005e-07
798,3.088e-07
799,2.3616000000000002e-07
800,2.9248000000000004e-07
801,2.1984000000000002e-07
802,2.3456e-07
803,2.5728e-07
804,2.5344e-07
805,3.2352000000000003e-07
806,3.9935999999999994e-07
807,2.5504e-07
808,2.256e-07
809,2.5119999999999997e-07
810,2.3584e-07
811,2.7968000000000003e-07
812,2.72e-07
813,2.6176e-07
814,2.3136e-07
815,2.688e-07
816,2.448e-07
817,3.8656e-07
818,3.1519999999999996e-07
819,3.4016e-07
820,3.8784e-07
821,2.7936000000000003e-07
822,3.3824000000000004e-07
823,2.4384e-07
824,1.8752e-07
825,2.9951999999999997e-07
826,2.5696e-07
827,2.9504000000000003e-07
828,2.5248e-07
829,2.5504e-07
830,3.5200000000000003e-07
831,2.6624000000000003e-07
832,2.6784e-07
833,3.3856000000000004e-07
834,3.328e-07
835,4.0351999999999995e-07
836,2.8096e-07
837,2.7040000000000004e-07
838,3.5904e-07
839,4.2752e-07
840,4.1952000000000004e-07
841,2.9376e-07
842,2.944e-07
843,2.464e-07
844,3.7920000000000006e-07
845,2.9696e-07
846,3.3056e-07
847,2.608e-07
848,4.528e-07
849,2.8864e-07
850,3.2192e-07
851,2.7936e-07
852,2.6752e-07
853,3.8272000000000003e-07
854,2.6816e-07
855,2.7808e-07
856,3.4624e-07
857,2.576e-07
858,2.3552e-07
859,2.2784e-07
860,3.3376e-07
861,2.9856e-07
862,2.976e-07
863,4.6272e-07
864,2.8736e-07
865,4.3264e-07
866,2.9248000000000004e-07
867,2.4896000000000003e-07
868,3.1040000000000003e-07
869,3.9744e-07
870,2.224e-07
871,2.6208000000000003e-07
872,3.0464e-07
873,4.0159999999999994e-07
874,4.4512e-07
875,2.9280000000000003e-07
876,2.4128e-07
877,2.704e-07
878,4.2079999999999996e-07
879,2.7168e-07
880,4.0032000000000003e-07
881,2.1887999999999996e-07
882,2.7616e-07
883,3.9072e-07
884,2.88e-07
885,4.5983999999999997e-07
886,2.3232000000000003e-07
887,2.8096e-07
888,3.4848e-07
889,3.1776e-07
890,2.3616e-07
891,2.7008e-07
892,3.0208e-07
893,3.0944e-07
894,3.2832e-07
895,4.7584000000000006e-07
896,3.008e-07
897,4.3807999999999996e-07
898,4.374400000000001e-07
899,4.1376e-07
900,2.5567999999999997e-07
901,2.6048e-07
902,3.6576e-07
903,2.5663999999999995e-07
904,3.0848e-07
905,2.9248e-07
906,3.9936e-07
907,3.056e-07
908,3.9488e-07
909,5.929599999999999e-07
910,2.896e-07
911,2.3616000000000002e-07
912,3.1552e-07
913,3.3632e-07
914,2.368e-07
915,2.6304e-07
916,2.832e-07
917,4.2848e-07
918,3.5584e-07
919,2.5119999999999997e-07
920,4.1984000000000003e-07
921,2.2944e-07
922,2.672e-07
923,3.664e-07
924,3.8240000000000004e-07
925,3.8272000000000003e-07
926,2.9920000000000003e-07
927,2.32e-07
928,2.7168e-07
929,2.5216e-07
930,2.9824e-07
931,3.6223999999999994e-07
932,2.2112e-07
933,4.2751999999999995e-07
934,2.496e-07
935,4.5792e-07
936,4.768e-07
937,2.6528e-07
938,3.7632e-07
939,4.979200000000001e-07
940,4.1536000000000003e-07
941,3.664e-07
942,3.5744e-07
943,3.6736000000000003e-07
944,3.4976e-07
945,5.9936e-07
946,4.0032e-07
947,3.6704e-07
948,2.512e-07
949,4.3392e-07
950,2.2304000000000002e-07
951,4.0544e-07
952,3.5488e-07
953,3.0336e-07
954,2.6752e-07
955,5.488e-07
956,2.9216e-07
957,2.5088e-07
958,3.6000000000000005e-07
959,3.7984000000000004e-07
960,3.0496e-07
961,3.5200000000000003e-07
962,4.5696e-07
963,3.0848e-07
964,3.3472e-07
965,4.3968e-07
966,2.9344e-07
967,3.776e-07
968,3.2191999999999996e-07
969,4.1312000000000004e-07
970,2.2624e-07
971,2.3264e-07
972,3.1648e-07
973,2.5344e-07
974,3.676800000000001e-07
975,5.1584e-07
976,4.6912e-07
977,4.2848000000000004e-07
978,4.8576e-07
979,3.584e-07
980,4.950400000000001e-07
981,5.68e-07
982,3.952e-07
983,2.8608e-07
984,4.6048000000000006e-07
985,3.056e-07
986,4.6496e-07
987,3.376e-07
988,5.408e-07
989,3.904e-07
990,6.144e-07
991,3.3440000000000003e-07
992,4.1216e-07
993,3.072e-07
994,3.5776000000000005e-07
995,3.7408e-07
996,4.5759999999999997e-07
997,2.1408e-07
998,4.268800000000001e-07
999,3.3952e-07
1000,3.6607999999999995e-07
1001,2.7648e-07
1002,2.4608e-07
1003,2.4416000000000004e-07
1004,5.6064e-07
1005,6.24e-07
1006,3.9712e-07
1007,5.2992e-07
1008,2.2816e-07
1009,
1010,8.5184e-07
1011,
1012,4.3423999999999995e-07
1013,2.2336e-07
1014,2.656e-07
1015,5.366399999999999e-07
1016,3.9808000000000003e-07
1017,4.5408e-07
1018,3.1872e-07
1019,3.3664000000000003e-07
1020,4.8672e-07
1021,4.998400000000001e-07
1022,3.2576e-07
1023,2.3776e-07
1024,2.7648e-07
1025,2.9216000000000004e-07
1026,2.9056e-07
1027,3.1264e-07
1028,3.52e-07
1029,5.7632e-07
1030,3.1071999999999997e-07
1031,6.268800000000001e-07
1032,6.531200000000001e-07
1033,3.312e-07
1034,3.5168e-07
1035,4.5504000000000003e-07
1036,2.3488e-07
1037,4.2848e-07
1038,3.5936000000000006e-07
1039,5.8464e-07
1040,3.2608e-07
1041,4.5440000000000005e-07
1042,3.1968e-07
1043,5.152e-07
1044,4.1760000000000003e-07
1045,6.543999999999999e-07
1046,5.136e-07
1047,2.4991999999999995e-07
1048,5.5968e-07
1049,5.4816e-07
1050,3.5647999999999997e-07
1051,2.7488e-07
1052,2.4448000000000003e-07
1053,3.3344e-07
1054,2.8576000000000004e-07
1055,4.368e-07
1056,4.5952000000000003e-07
1057,5.231999999999999e-07
1058,3.6128e-07
1059,5.9136e-07
1060,3.3344e-07
1061,4.3423999999999995e-07
1062,3.68e-07
1063,2.4864e-07
1064,3.849600000000001e-07
1065,3.2639999999999996e-07
1066,5.331199999999999e-07
1067,3.696e-07
1068,2.5664e-07
1069,2.8832000000000003e-07
1070,6.88e-07
1071,6.7136e-07
1072,3.8656e-07
1073,3.2639999999999996e-07
1074,3.456e-07
1075,3.0176e-07
1076,8.2784e-07
1077,
1078,
1079,7.2512e-07
1080,8.796799999999999e-07
1081,
1082,
1083,6.4384e-07
1084,7.007999999999999e-07
1085,6.2944e-07
1086,2.8608e-07
1087,2.8544e-07
1088,3.344e-07
1089,3.3247999999999997e-07
1090,2.8672e-07
1091,3.6095999999999997e-07
1092,5.4816e-07
1093,3.952e-07
1094,6.9792e-07
1095,2.3936e-07
1096,2.4576e-07
1097,3.4432e-07
1098,3.6032e-07
1099,5.3952e-07
1100,4.1632000000000006e-07
1101,7.6224e-07
1102,4.4768e-07
1103,3.6736000000000003e-07
1104,4.3968000000000003e-07
1105,5.801599999999999e-07
1106,4.950400000000001e-07
1107,4.2591999999999994e-07
1108,5.664e-07
1109,6.5632e-07
1110,3.1104e-07
1111,3.8464000000000003e-07
1112,5.9488e-07
1113,2.3744000000000001e-07
1114,3.7376e-07
1115,3.408e-07
1116,2.4255999999999997e-07
1117,5.379200000000001e-07
1118,6.4928e-07
1119,5.062400000000001e-07
1120,4.1888e-07
1121,7.376e-07
1122,5.472e-07
1123,7.859200000000001e-07
1124,
1125,
1126,
1127,
1128,
1129,
1130,
1131,
1132,
1133,
1134,
1135,
1136,
1137,
1138,
1139,
1140,
1141,
1142,
1143,
1144,
1145,
1146,
1147,
1148,7.9552e-07
1149,
1150,5.9936e-07
1151,6.7712e-07
1152,5.0144e-07
1153,6.4448e-07
1154,5.5104e-07
1155,
1156,6.688000000000001e-07
1157,7.696e-07
1158,
1159,4.7519999999999997e-07
1160,6.649599999999999e-07
1161,7.190400000000001e-07
1162,2.8064e-07
1163,4.976e-07
1164,2.6272e-07
1165,5.4848e-07
1166,6.3072e-07
1167,7.1296e-07
1168,2.416e-07
1169,5.3984e-07
1170,3.2288e-07
1171,4.4224e-07
1172,7.6384e-07
1173,4.1472000000000005e-07
1174,4.243199999999999e-07
1175,3.5391999999999993e-07
1176,4.6528e-07
1177,3.5584e-07
1178,3.2416e-07
1179,5.36e-07
1180,3.8208e-07
1181,7.315199999999999e-07
1182,7.4176e-07
1183,7.0496e-07
1184,2.7872e-07
1185,3.8432000000000004e-07
1186,2.4031999999999997e-07
1187,2.976e-07
1188,2.8863999999999997e-07
1189,4.2816e-07
1190,4.6048000000000006e-07
1191,4.774399999999999e-07
1192,3.6288000000000003e-07
1193,3.3376000000000005e-07
1194,3.1584e-07
1195,7.9936e-07
1196,2.8928e-07
1197,6.752e-07
1198,5.408e-07
1199,2.5375999999999996e-07
1200,3.3536e-07
1201,4.851199999999999e-07
1202,3.3952e-07
1203,7.2096e-07
1204,4.569600000000001e-07
1205,
1206,8.361600000000001e-07
1207,2.7968000000000003e-07
1208,
1209,3.7632e-07
1210,2.8864e-07
1211,2.6432e-07
1212,4.2176e-07
1213,8.1856e-07
1214,3.648e-07
1215,3.6288e-07
1216,5.420799999999999e-07
1217,6.9024e-07
1218,3.5264e-07
1219,6.159999999999999e-07
1220,4.704e-07
1221,7.1424e-07
1222,
1223,3.328e-07
1224,
1225,4.7744e-07
1226,3.7216e-07
1227,
1228,
1229,
1230,
1231,
1232,
1233,
1234,
1235,
1236,
1237,
1238,
1239,
1240,
1241,8.639999999999999e-07
1242,
1243,
1244,7.763199999999999e-07
1245,2.2688e-07
1246,3.3376000000000005e-07
1247,
1248,
1249,
1250,
1251,
1252,
1253,
1254,
1255,
1256,
1257,
